timestamp,forecast_mw,renewable_mw,net_demand_mw,battery_mw,battery_action,soc_pct,dr_shed_mw,dr_activated,grid_supply_mw,tariff_period,tariff_rs_mwh,procurement_cost_rs,dr_reward_rs,net_cost_rs,is_anomaly
2024-11-03 19:00:00,3113.8,128.0,2985.8,0.0,idle,95.0,0.0,0,2985.8,peak,6000.0,17915.0,0.0,17915.0,0
2024-11-03 20:00:00,3037.9,192.0,2845.9,0.0,idle,95.0,0.0,0,2845.9,peak,6000.0,17075.0,0.0,17075.0,0
2024-11-03 21:00:00,3214.9,192.0,3022.9,0.0,idle,95.0,0.0,0,3022.9,peak,6000.0,18138.0,0.0,18138.0,0
2024-11-03 22:00:00,2740.4,192.0,2548.4,-0.0,charging,95.0,0.0,0,2548.4,off_peak,2000.0,5097.0,0.0,5097.0,0
2024-11-03 23:00:00,2344.2,192.0,2152.2,-0.0,charging,95.0,0.0,0,2152.2,off_peak,2000.0,4304.0,0.0,4304.0,0
2024-11-04 00:00:00,2221.6,192.0,2029.6,0.0,idle,95.0,0.0,0,2029.6,off_peak,2000.0,4059.0,0.0,4059.0,0
2024-11-04 01:00:00,2327.5,192.0,2135.5,0.0,idle,95.0,0.0,0,2135.5,off_peak,2000.0,4271.0,0.0,4271.0,0
2024-11-04 02:00:00,2298.2,192.0,2106.2,0.0,idle,95.0,0.0,0,2106.2,off_peak,2000.0,4212.0,0.0,4212.0,0
2024-11-04 03:00:00,2256.4,192.0,2064.4,0.0,idle,95.0,0.0,0,2064.4,off_peak,2000.0,4129.0,0.0,4129.0,0
2024-11-04 04:00:00,2220.0,192.0,2028.0,0.0,idle,95.0,0.0,0,2028.0,off_peak,2000.0,4056.0,0.0,4056.0,0
2024-11-04 05:00:00,2163.8,192.0,1971.8,0.0,idle,95.0,0.0,0,1971.8,off_peak,2000.0,3944.0,0.0,3944.0,0
2024-11-04 06:00:00,2351.9,192.0,2159.9,0.0,idle,95.0,0.0,0,2159.9,mid_peak,3500.0,7560.0,0.0,7560.0,0
2024-11-04 07:00:00,2707.8,276.5,2431.3,0.0,idle,95.0,0.0,0,2431.3,mid_peak,3500.0,8509.0,0.0,8509.0,0
2024-11-04 08:00:00,3022.1,291.2,2730.9,0.0,idle,95.0,0.0,0,2730.9,mid_peak,3500.0,9558.0,0.0,9558.0,0
2024-11-04 09:00:00,3201.4,358.8,2842.6,0.0,idle,95.0,0.0,0,2842.6,peak,6000.0,17056.0,0.0,17056.0,0
2024-11-04 10:00:00,3284.1,410.7,2873.4,0.0,idle,95.0,0.0,0,2873.4,peak,6000.0,17240.0,0.0,17240.0,0
2024-11-04 11:00:00,3335.0,443.3,2891.7,0.0,idle,95.0,0.0,0,2891.7,peak,6000.0,17350.0,0.0,17350.0,0
2024-11-04 12:00:00,3078.0,406.4,2671.6,0.0,idle,95.0,0.0,0,2671.6,peak,6000.0,16030.0,0.0,16030.0,0
2024-11-04 13:00:00,3108.9,395.3,2713.7,0.0,idle,95.0,0.0,0,2713.7,peak,6000.0,16282.0,0.0,16282.0,0
2024-11-04 14:00:00,3215.9,362.7,2853.2,0.0,idle,95.0,0.0,0,2853.2,mid_peak,3500.0,9986.0,0.0,9986.0,0
2024-11-04 15:00:00,3316.5,310.8,3005.7,0.0,idle,95.0,0.0,0,3005.7,mid_peak,3500.0,10520.0,0.0,10520.0,0
2024-11-04 16:00:00,3189.8,243.2,2946.6,0.0,idle,95.0,0.0,0,2946.6,mid_peak,3500.0,10313.0,0.0,10313.0,0
2024-11-04 17:00:00,3145.3,212.5,2932.9,0.0,idle,95.0,0.0,0,2932.9,peak,6000.0,17597.0,0.0,17597.0,0
2024-11-04 18:00:00,3658.3,128.0,3530.3,120.0,discharging,71.0,0.0,0,3410.3,peak,6000.0,20462.0,0.0,20462.0,0
2024-11-04 19:00:00,3555.7,128.0,3427.7,120.0,discharging,47.0,0.0,0,3307.7,peak,6000.0,19846.0,0.0,19846.0,0
2024-11-04 20:00:00,3690.0,192.0,3498.0,120.0,discharging,23.0,0.0,0,3378.0,peak,6000.0,20268.0,0.0,20268.0,0
2024-11-04 21:00:00,3836.6,192.0,3644.6,65.0,discharging,10.0,0.0,0,3579.6,peak,6000.0,21478.0,0.0,21478.0,0
2024-11-04 22:00:00,3243.7,192.0,3051.7,-100.0,charging,28.4,0.0,0,3151.7,off_peak,2000.0,6303.0,0.0,6303.0,0
2024-11-04 23:00:00,2786.0,192.0,2594.0,-100.0,charging,46.8,0.0,0,2694.0,off_peak,2000.0,5388.0,0.0,5388.0,0
2024-11-05 00:00:00,2327.0,192.0,2135.0,-100.0,charging,65.2,0.0,0,2235.0,off_peak,2000.0,4470.0,0.0,4470.0,0
2024-11-05 01:00:00,2271.9,192.0,2079.9,-100.0,charging,83.6,0.0,0,2179.9,off_peak,2000.0,4360.0,0.0,4360.0,0
2024-11-05 02:00:00,2305.0,192.0,2113.0,-57.0,charging,94.1,0.0,0,2170.0,off_peak,2000.0,4340.0,0.0,4340.0,0
2024-11-05 03:00:00,2197.3,192.0,2005.3,-4.6,charging,94.9,0.0,0,2009.9,off_peak,2000.0,4020.0,0.0,4020.0,0
2024-11-05 04:00:00,2226.3,192.0,2034.3,-0.4,charging,95.0,0.0,0,2034.6,off_peak,2000.0,4069.0,0.0,4069.0,0
2024-11-05 05:00:00,2151.0,192.0,1959.0,-0.0,charging,95.0,0.0,0,1959.0,off_peak,2000.0,3918.0,0.0,3918.0,0
2024-11-05 06:00:00,2418.0,192.0,2226.0,0.0,idle,95.0,0.0,0,2226.0,mid_peak,3500.0,7791.0,0.0,7791.0,0
2024-11-05 07:00:00,2696.3,276.5,2419.8,0.0,idle,95.0,0.0,0,2419.8,mid_peak,3500.0,8469.0,0.0,8469.0,0
2024-11-05 08:00:00,3032.9,291.2,2741.7,0.0,idle,95.0,0.0,0,2741.7,mid_peak,3500.0,9596.0,0.0,9596.0,0
2024-11-05 09:00:00,3121.0,358.8,2762.2,0.0,idle,95.0,0.0,0,2762.2,peak,6000.0,16573.0,0.0,16573.0,0
2024-11-05 10:00:00,3335.8,410.7,2925.1,0.0,idle,95.0,0.0,0,2925.1,peak,6000.0,17551.0,0.0,17551.0,0
2024-11-05 11:00:00,3336.4,443.3,2893.1,0.0,idle,95.0,0.0,0,2893.1,peak,6000.0,17359.0,0.0,17359.0,0
2024-11-05 12:00:00,3235.9,406.4,2829.5,0.0,idle,95.0,0.0,0,2829.5,peak,6000.0,16977.0,0.0,16977.0,0
2024-11-05 13:00:00,3181.6,395.3,2786.3,0.0,idle,95.0,0.0,0,2786.3,peak,6000.0,16718.0,0.0,16718.0,0
2024-11-05 14:00:00,3162.9,362.7,2800.2,0.0,idle,95.0,0.0,0,2800.2,mid_peak,3500.0,9801.0,0.0,9801.0,0
2024-11-05 15:00:00,3164.4,310.8,2853.6,0.0,idle,95.0,0.0,0,2853.6,mid_peak,3500.0,9988.0,0.0,9988.0,0
2024-11-05 16:00:00,3150.4,243.2,2907.2,0.0,idle,95.0,0.0,0,2907.2,mid_peak,3500.0,10175.0,0.0,10175.0,0
2024-11-05 17:00:00,3254.8,212.5,3042.3,0.0,idle,95.0,0.0,0,3042.3,peak,6000.0,18254.0,0.0,18254.0,0
2024-11-05 18:00:00,3684.0,128.0,3556.0,120.0,discharging,71.0,0.0,0,3436.0,peak,6000.0,20616.0,0.0,20616.0,0
2024-11-05 19:00:00,3684.8,128.0,3556.8,120.0,discharging,47.0,0.0,0,3436.8,peak,6000.0,20621.0,0.0,20621.0,0
2024-11-05 20:00:00,3684.7,192.0,3492.7,120.0,discharging,23.0,0.0,0,3372.7,peak,6000.0,20236.0,0.0,20236.0,0
2024-11-05 21:00:00,3932.1,192.0,3740.1,65.0,discharging,10.0,0.0,0,3675.1,peak,6000.0,22050.0,0.0,22050.0,0
2024-11-05 22:00:00,3362.9,192.0,3170.9,-100.0,charging,28.4,0.0,0,3270.9,off_peak,2000.0,6542.0,0.0,6542.0,0
2024-11-05 23:00:00,2893.5,192.0,2701.5,-100.0,charging,46.8,0.0,0,2801.5,off_peak,2000.0,5603.0,0.0,5603.0,0
2024-11-06 00:00:00,2273.9,192.0,2081.9,-100.0,charging,65.2,0.0,0,2181.9,off_peak,2000.0,4364.0,0.0,4364.0,0
2024-11-06 01:00:00,2238.8,192.0,2046.8,-100.0,charging,83.6,0.0,0,2146.8,off_peak,2000.0,4294.0,0.0,4294.0,0
2024-11-06 02:00:00,2204.8,192.0,2012.8,-57.0,charging,94.1,0.0,0,2069.8,off_peak,2000.0,4140.0,0.0,4140.0,0
2024-11-06 03:00:00,2233.8,192.0,2041.8,-4.6,charging,94.9,0.0,0,2046.4,off_peak,2000.0,4093.0,0.0,4093.0,0
2024-11-06 04:00:00,2239.6,192.0,2047.6,-0.4,charging,95.0,0.0,0,2047.9,off_peak,2000.0,4096.0,0.0,4096.0,0
2024-11-06 05:00:00,2199.6,192.0,2007.6,-0.0,charging,95.0,0.0,0,2007.6,off_peak,2000.0,4015.0,0.0,4015.0,0
2024-11-06 06:00:00,2425.9,192.0,2233.9,0.0,idle,95.0,0.0,0,2233.9,mid_peak,3500.0,7819.0,0.0,7819.0,0
2024-11-06 07:00:00,2748.7,276.5,2472.3,0.0,idle,95.0,0.0,0,2472.3,mid_peak,3500.0,8653.0,0.0,8653.0,0
2024-11-06 08:00:00,3017.0,291.2,2725.8,0.0,idle,95.0,0.0,0,2725.8,mid_peak,3500.0,9540.0,0.0,9540.0,0
2024-11-06 09:00:00,3229.7,358.8,2870.9,0.0,idle,95.0,0.0,0,2870.9,peak,6000.0,17225.0,0.0,17225.0,0
2024-11-06 10:00:00,3370.1,410.7,2959.4,0.0,idle,95.0,0.0,0,2959.4,peak,6000.0,17756.0,0.0,17756.0,0
2024-11-06 11:00:00,3355.8,443.3,2912.5,0.0,idle,95.0,0.0,0,2912.5,peak,6000.0,17475.0,0.0,17475.0,0
2024-11-06 12:00:00,3054.1,406.4,2647.7,0.0,idle,95.0,0.0,0,2647.7,peak,6000.0,15886.0,0.0,15886.0,0
2024-11-06 13:00:00,3107.8,395.3,2712.5,0.0,idle,95.0,0.0,0,2712.5,peak,6000.0,16275.0,0.0,16275.0,0
2024-11-06 14:00:00,3135.6,362.7,2773.0,0.0,idle,95.0,0.0,0,2773.0,mid_peak,3500.0,9705.0,0.0,9705.0,0
2024-11-06 15:00:00,3149.7,310.8,2838.9,0.0,idle,95.0,0.0,0,2838.9,mid_peak,3500.0,9936.0,0.0,9936.0,0
2024-11-06 16:00:00,3155.6,243.2,2912.4,0.0,idle,95.0,0.0,0,2912.4,mid_peak,3500.0,10193.0,0.0,10193.0,0
2024-11-06 17:00:00,3215.1,212.5,3002.6,0.0,idle,95.0,0.0,0,3002.6,peak,6000.0,18016.0,0.0,18016.0,0
2024-11-06 18:00:00,3634.2,128.0,3506.2,120.0,discharging,71.0,0.0,0,3386.2,peak,6000.0,20317.0,0.0,20317.0,0
2024-11-06 19:00:00,3726.3,128.0,3598.3,120.0,discharging,47.0,0.0,0,3478.3,peak,6000.0,20870.0,0.0,20870.0,0
2024-11-06 20:00:00,3800.0,192.0,3608.0,120.0,discharging,23.0,0.0,0,3488.0,peak,6000.0,20928.0,0.0,20928.0,0
2024-11-06 21:00:00,3763.9,192.0,3571.9,65.0,discharging,10.0,0.0,0,3506.9,peak,6000.0,21041.0,0.0,21041.0,0
2024-11-06 22:00:00,3333.1,192.0,3141.1,-100.0,charging,28.4,0.0,0,3241.1,off_peak,2000.0,6482.0,0.0,6482.0,0
2024-11-06 23:00:00,2831.2,192.0,2639.2,-100.0,charging,46.8,0.0,0,2739.2,off_peak,2000.0,5478.0,0.0,5478.0,0
2024-11-07 00:00:00,2261.0,192.0,2069.0,-100.0,charging,65.2,0.0,0,2169.0,off_peak,2000.0,4338.0,0.0,4338.0,0
2024-11-07 01:00:00,2288.8,192.0,2096.8,-100.0,charging,83.6,0.0,0,2196.8,off_peak,2000.0,4394.0,0.0,4394.0,0
2024-11-07 02:00:00,2288.5,192.0,2096.5,-57.0,charging,94.1,0.0,0,2153.5,off_peak,2000.0,4307.0,0.0,4307.0,0
2024-11-07 03:00:00,2269.3,192.0,2077.3,-4.6,charging,94.9,0.0,0,2081.9,off_peak,2000.0,4164.0,0.0,4164.0,0
2024-11-07 04:00:00,2243.5,192.0,2051.5,-0.4,charging,95.0,0.0,0,2051.9,off_peak,2000.0,4104.0,0.0,4104.0,0
2024-11-07 05:00:00,2197.7,192.0,2005.7,-0.0,charging,95.0,0.0,0,2005.7,off_peak,2000.0,4011.0,0.0,4011.0,0
2024-11-07 06:00:00,2377.0,192.0,2185.0,0.0,idle,95.0,0.0,0,2185.0,mid_peak,3500.0,7647.0,0.0,7647.0,0
2024-11-07 07:00:00,2722.7,276.5,2446.2,0.0,idle,95.0,0.0,0,2446.2,mid_peak,3500.0,8562.0,0.0,8562.0,0
2024-11-07 08:00:00,3075.1,291.2,2783.9,0.0,idle,95.0,0.0,0,2783.9,mid_peak,3500.0,9744.0,0.0,9744.0,0
2024-11-07 09:00:00,3227.1,358.8,2868.3,0.0,idle,95.0,0.0,0,2868.3,peak,6000.0,17210.0,0.0,17210.0,0
2024-11-07 10:00:00,3369.6,410.7,2959.0,0.0,idle,95.0,0.0,0,2959.0,peak,6000.0,17754.0,0.0,17754.0,0
2024-11-07 11:00:00,3426.1,443.3,2982.8,0.0,idle,95.0,0.0,0,2982.8,peak,6000.0,17897.0,0.0,17897.0,0
2024-11-07 12:00:00,3107.1,406.4,2700.7,0.0,idle,95.0,0.0,0,2700.7,peak,6000.0,16204.0,0.0,16204.0,0
2024-11-07 13:00:00,3170.6,395.3,2775.3,0.0,idle,95.0,0.0,0,2775.3,peak,6000.0,16652.0,0.0,16652.0,0
2024-11-07 14:00:00,3143.9,362.7,2781.2,0.0,idle,95.0,0.0,0,2781.2,mid_peak,3500.0,9734.0,0.0,9734.0,0
2024-11-07 15:00:00,3183.9,310.8,2873.1,0.0,idle,95.0,0.0,0,2873.1,mid_peak,3500.0,10056.0,0.0,10056.0,0
2024-11-07 16:00:00,3187.2,243.2,2944.0,0.0,idle,95.0,0.0,0,2944.0,mid_peak,3500.0,10304.0,0.0,10304.0,0
2024-11-07 17:00:00,3170.6,212.5,2958.1,0.0,idle,95.0,0.0,0,2958.1,peak,6000.0,17749.0,0.0,17749.0,0
2024-11-07 18:00:00,3582.0,128.0,3454.0,120.0,discharging,71.0,0.0,0,3334.0,peak,6000.0,20004.0,0.0,20004.0,0
2024-11-07 19:00:00,3748.0,128.0,3620.0,120.0,discharging,47.0,0.0,0,3500.0,peak,6000.0,21000.0,0.0,21000.0,0
2024-11-07 20:00:00,3735.3,192.0,3543.3,120.0,discharging,23.0,0.0,0,3423.3,peak,6000.0,20540.0,0.0,20540.0,0
2024-11-07 21:00:00,3823.2,192.0,3631.2,65.0,discharging,10.0,0.0,0,3566.2,peak,6000.0,21397.0,0.0,21397.0,0
2024-11-07 22:00:00,3464.2,192.0,3272.2,-100.0,charging,28.4,0.0,0,3372.2,off_peak,2000.0,6744.0,0.0,6744.0,1
2024-11-07 23:00:00,2829.6,192.0,2637.6,-100.0,charging,46.8,0.0,0,2737.6,off_peak,2000.0,5475.0,0.0,5475.0,0
2024-11-08 00:00:00,2375.9,192.0,2183.9,-100.0,charging,65.2,0.0,0,2283.9,off_peak,2000.0,4568.0,0.0,4568.0,0
2024-11-08 01:00:00,2331.9,192.0,2139.9,-100.0,charging,83.6,0.0,0,2239.9,off_peak,2000.0,4480.0,0.0,4480.0,0
2024-11-08 02:00:00,2294.1,192.0,2102.1,-57.0,charging,94.1,0.0,0,2159.1,off_peak,2000.0,4318.0,0.0,4318.0,0
2024-11-08 03:00:00,2298.9,192.0,2106.9,-4.6,charging,94.9,0.0,0,2111.5,off_peak,2000.0,4223.0,0.0,4223.0,0
2024-11-08 04:00:00,2237.0,192.0,2045.0,-0.4,charging,95.0,0.0,0,2045.4,off_peak,2000.0,4091.0,0.0,4091.0,0
2024-11-08 05:00:00,2185.4,192.0,1993.4,-0.0,charging,95.0,0.0,0,1993.4,off_peak,2000.0,3987.0,0.0,3987.0,0
2024-11-08 06:00:00,2454.5,192.0,2262.5,0.0,idle,95.0,0.0,0,2262.5,mid_peak,3500.0,7919.0,0.0,7919.0,0
2024-11-08 07:00:00,2698.6,276.5,2422.1,0.0,idle,95.0,0.0,0,2422.1,mid_peak,3500.0,8477.0,0.0,8477.0,0
2024-11-08 08:00:00,3016.6,291.2,2725.4,0.0,idle,95.0,0.0,0,2725.4,mid_peak,3500.0,9539.0,0.0,9539.0,0
2024-11-08 09:00:00,3169.9,358.8,2811.1,0.0,idle,95.0,0.0,0,2811.1,peak,6000.0,16867.0,0.0,16867.0,0
2024-11-08 10:00:00,3282.5,410.7,2871.8,0.0,idle,95.0,0.0,0,2871.8,peak,6000.0,17231.0,0.0,17231.0,0
2024-11-08 11:00:00,3251.7,443.3,2808.4,0.0,idle,95.0,0.0,0,2808.4,peak,6000.0,16850.0,0.0,16850.0,0
2024-11-08 12:00:00,3188.4,406.4,2782.0,0.0,idle,95.0,0.0,0,2782.0,peak,6000.0,16692.0,0.0,16692.0,1
2024-11-08 13:00:00,3045.6,395.3,2650.3,0.0,idle,95.0,0.0,0,2650.3,peak,6000.0,15902.0,0.0,15902.0,0
2024-11-08 14:00:00,3126.8,362.7,2764.1,0.0,idle,95.0,0.0,0,2764.1,mid_peak,3500.0,9674.0,0.0,9674.0,0
2024-11-08 15:00:00,3143.1,310.8,2832.4,0.0,idle,95.0,0.0,0,2832.4,mid_peak,3500.0,9913.0,0.0,9913.0,0
